"""Designator"";""Footprint"";""Comment"";",,,,,,,,
"1;""C1", C2, C8, C9, C10, C11, C12, C13," C15"";""C_0805_2012Metric"";9;""100nF"";;;"
"2;""C3"," C4"";""C_0805_2012Metric"";2;""15pF"";;;",,,,,,,
"3;""C5", C6, C7," C14"";""C_0805_2012Metric"";4;""4.7µF"";;;",,,,,
"4;""C16"," C17"";""C_0805_2012Metric"";2;""2.2µF"";;;",,,,,,,
"5;""D1"";""D_SOD-123"";1;""D_Schottky"";;;",,,,,,,,
"6;""D2"";""D_SOD-123"";1;""D_Zener"";;;",,,,,,,,
"7;""D3"," D4"";""LED_0805_2012Metric"";2;""LED"";;;",,,,,,,
"8;""F1"";""Fuse_1206_3216Metric"";1;""Polyfuse"";;;",,,,,,,,
"9;""FB1"";""L_0805_2012Metric"";1;""600Ω @ 100MHz"";;;",,,,,,,,
"10;""IC1"";""SOP65P640X120-16N"";1;""MT6835GT-STD"";;;",,,,,,,,
"11;""J1"";""JST_XH_B2B-XH-A_1x02_P2.50mm_Vertical"";1;""Motor_Off"";;;",,,,,,,,
"12;""J2"";""USB_C_Receptacle_HRO_TYPE-C-31-M-12"";1;""USB_C_Receptacle_USB2.0_16P"";;;",,,,,,,,
"13;""J3"";""JST_XH_B7B-XH-A_1x07_P2.50mm_Vertical"";1;""Conn_01x07"";;;",,,,,,,,
"14;""J4"";""JST_XH_B5B-XH-A_1x05_P2.50mm_Vertical"";1;""PWM_OUT"";;;",,,,,,,,
"15;""J6"";""JST_XH_B4B-XH-A_1x04_P2.50mm_Vertical"";1;""CAN_Connector"";;;",,,,,,,,
"16;""J8"";""JST_XH_B7B-XH-A_1x07_P2.50mm_Vertical"";1;""I2C_Connector"";;;",,,,,,,,
"17;""J9"";""JST_XH_B2B-XH-A_1x02_P2.50mm_Vertical"";1;""E-Stop"";;;",,,,,,,,
"18;""J10"";""JST_XH_B4B-XH-A_1x04_P2.50mm_Vertical"";1;""UART_Connector"";;;",,,,,,,,
"19;""J12"";""JST_XH_B2B-XH-A_1x02_P2.50mm_Vertical"";1;""TEMP"";;;",,,,,,,,
"20;""J13"";""JST_XH_B5B-XH-A_1x05_P2.50mm_Vertical"";1;""Conn_01x05"";;;",,,,,,,,
"21;""J15"";""JST_XH_B5B-XH-A_1x05_P2.50mm_Vertical"";1;""Shift Register"";;;",,,,,,,,
"22;""J16"," J17"";""JST_XH_B9B-XH-A_1x09_P2.50mm_Vertical"";2;""MT6835"";;;",,,,,,,
"23;""R1", R2, R10, R11," R12"";""R_0805_2012Metric"";5;""5.1k"";;;",,,,
"24;""R3"," R9"";""R_0805_2012Metric"";2;""10k"";;;",,,,,,,
"25;""R4"," R5"";""R_0805_2012Metric"";2;""22"";;;",,,,,,,
"26;""R6", R7," R8"";""R_0805_2012Metric"";3;""R"";;;",,,,,,
"27;""SW1"," SW2"";""SW_SPST_B3U-1000P"";2;""SW_Push"";;;",,,,,,,
"28;""U1"";""SOT-23-6"";1;""USBLC6-2SC6"";;;",,,,,,,,
"29;""U2"";""SOT-223-3_TabPin2"";1;""LDL111733R-3.3"";;;",,,,,,,,
"30;""U3"";""LQFP-100_14x14mm_P0.5mm"";1;""STM32F407VGTx"";;;",,,,,,,,
"31;""Y1"";""Crystal_SMD_5032-4Pin_5.0x3.2mm"";1;""8MHz"";;;",,,,,,,,
